fid,OBJECTID,DAMAGE_AREA_ID,CREATED_DATE,MODIFIED_DATE,FEATURE_USER_ID,OBSERVATION_USER_ID,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP_CODE,HOST_GROUP,DCA_CODE,DCA_COMMON_NAME,DAMAGE_TYPE_CODE,DAMAGE_TYPE,PERCENT_AFFECTED_CODE,PERCENT_AFFECTED,PERCENT_MIN,PERCENT_MAX,PERCENT_MID,NOTES,OBSERVATION_COUNT,COLLECTION_MODE,SNAPGRID_ROW,SNAPGRID_COLUMN,AREA_TYPE,ACRES,STATUS,SURVEY_YEAR,LEGACY_SEVERITY_CODE,LEGACY_SEVERITY,LEGACY_PATTERN_CODE,LEGACY_PATTERN,LEGACY_TPA,LEGACY_NO_TREES,LEGACY_FOREST_TYPE_CODE,LEGACY_FOREST_TYPE,GRP,OBSERVATION_ID,IDS_DATA_SOURCE,DATA_SOURCE_NAME,US_AREA,SHAPE_Length,SHAPE_Area,X_clim_dat97count,X_clim_dat97sum,X_clim_dat97mean,X_clim_dat97min,X_clim_dat97max,X_clim_dat06mean,X_clim_dat07mean,X_clim_dat08mean,X_clim_dat09mean,X_clim_dat10mean,X_clim_dat11mean,X_clim_dat12mean,X_clim_dat13mean,X_clim_dat14mean,X_clim_dat15mean,X_clim_dat98mean,X_clim_dat16mean,X_clim_dat17mean,X_clim_dat18mean,X_clim_dat19mean,X_clim_dat20mean,X_clim_dat21mean,X_clim_dat22mean,X_clim_dat23mean,X_clim_dat34mean,X_clim_dat99mean,X_clim_dat00mean,X_clim_dat01mean,X_clim_dat02mean,X_clim_dat03mean,X_clim_dat04mean,X_clim_dat05mean,
6112,150578,20052019235,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,1107682,87,IDS LEGACY FEATURES,CONUS,314.7298958,7870.095241,0.000480888,0.273140984,567.993042,567.993042,567.993042,415.6060181,456.0480347,379.5240173,490.0260315,462.315033,478.1890259,313.6596069,667.7740479,507.6990356,575.8390503,474.1240234,348.6420288,516.3920288,330.4490051,451.4190063,321.302887,462.7171936,472.6583862,550.1090088,383.3504944,557.9470215,429.2580261,376.0010071,326.6700134,453.0470276,608.6460571,415.4410095,
6113,150581,20032000231,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2003,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,745545,87,IDS LEGACY FEATURES,CONUS,710.6676706,40132.17058,0.002462429,1.229904441,499.4680176,499.4680176,499.4680176,435.6740112,438.4670105,411.4940186,548.1459961,542.2930298,585.3730469,339.7812805,653.9330444,615.0720215,616.1070557,431.0190125,487.1680298,606.9310303,437.2980347,519.2109985,419.6098938,410.7861938,367.0477905,458.2569885,356.1600037,461.803009,423.9840088,389.8830261,355.730011,484.07901,582.7230225,444.4150085,
6114,150605,20002005412,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,257034,87,IDS LEGACY FEATURES,CONUS,312.9982623,7702.616853,0.000472839,0.243026945,513.973999,513.973999,513.973999,364.3300171,362.9210205,356.6390076,497.565033,429.6960144,462.9840088,285.2411804,566.7660522,481.1750183,535.6430054,427.3270264,373.3070068,498.7190247,358.5650024,428.8900146,328.7428894,405.7460938,372.2023926,498.1990051,335.177887,483.605011,340.5680237,353.2740173,308.0970154,409.5470276,547.5970459,382.6760254,
6115,150642,20032000461,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,116.2,1,2003,-1,No Data,-1,No data,0.09,10,9000,MIXED CONIFERS,1,745775,87,IDS LEGACY FEATURES,CONUS,3157.638959,470385.5235,0.02871676,17.4760727,608.5670166,608.5670166,608.5670166,456.1490173,488.1430359,401.3660278,498.0150146,510.4310303,531.7920532,355.6641846,713.2720337,515.6530151,613.8640137,517.8760376,385.382019,600.4280396,373.4880066,505.9980164,353.4429932,513.2838745,498.0430908,551.315979,398.3925781,589.1810303,466.6590271,415.1600342,354.4810181,495.4120178,641.4100342,440.0120239,
6116,150649,20102005090,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,80.5,1,2010,-1,No Data,-1,No data,5,402,9000,MIXED CONIFERS,1,1959462,87,IDS LEGACY FEATURES,CONUS,2389.563088,326171.6562,0.019891241,12.49561852,628.1970215,628.1970215,628.1970215,447.4350281,480.6150208,406.9910278,519.9370117,495.4300232,538.2620239,351.4875793,692.7930298,523.8140259,711.5770264,550.5510254,370.6760254,570.0080566,405.9180298,556.1540527,344.7529907,503.4021912,496.1618958,554.3709717,393.7042847,664.6110229,426.178009,426.757019,357.1630249,512.7590332,636.2030029,438.2970276,
6117,150779,20052019139,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,43.3,1,2005,-1,No Data,-1,No data,1.15,50,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1107586,87,IDS LEGACY FEATURES,CONUS,1542.703592,175380.7748,0.002443373,1.823406294,746.2660522,746.2660522,746.2660522,609.7810059,624.9250488,619.1140137,750.3220215,732.1220093,800.4510498,486.0269775,834.6660156,865.9770508,724.0940552,652.7680054,625.6590576,782.5870361,581.8480225,710.5790405,536.7739868,741.1829834,674.5430908,782.3430176,617.5723877,722.375061,671.2070313,516.1170044,467.0310364,673.0240479,742.6530151,641.1800537,
6118,150809,20062014487,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2006,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,1254678,87,IDS LEGACY FEATURES,CONUS,314.2985518,7845.617025,0.000476567,0.298770962,626.9230347,626.9230347,626.9230347,526.2839966,510.2060242,480.7400208,563.5170288,511.78302,562.5200195,474.8099976,794.1830444,574.3960571,707.4950562,606.7580566,502.4260254,616.4460449,391.3740234,565.0430298,397.5559998,499.4076843,555.2937012,568.3480225,473.9351807,676.8870239,485.0670166,503.7310181,376.0950317,566.3380127,685.2580566,483.7510376,
6119,150834,19992005554,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46147,SINGLE,,,,POLYGON,5.2,1,1999,-1,No Data,-1,No data,0.96,5,9000,MIXED CONIFERS,1,172042,87,IDS LEGACY FEATURES,CONUS,513.6403848,20900.85202,0.001285628,0.664021999,516.4960327,516.4960327,516.4960327,363.5690308,399.8720093,371.78302,517.3990479,469.184021,483.9770203,312.8321838,609.5380249,525.2880249,550.2680054,437.0010071,411.6970215,513.092041,382.0080261,476.6960144,378.6178894,397.1434937,360.3047791,506.6300049,346.867981,459.5490112,366.07901,369.9790039,333.3900146,472.2280273,545.0940552,395.4620056,
6120,150873,19972002468,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,46346,SINGLE,,,,POLYGON,54.9,1,1997,-1,No Data,-1,No data,0.36,20,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,21838,87,IDS LEGACY FEATURES,CONUS,2100.038247,222167.8789,0.013670411,10.76823539,787.7038356,618.3720093,861.6310425,668.167852,734.6450548,717.0402845,784.0512396,820.754239,843.7783633,500.5738817,787.7043483,926.7067476,731.7979113,686.2170737,716.476149,829.6486886,582.4059413,747.2899746,583.2156655,717.4881901,678.5407407,722.6789593,653.1345226,682.7526539,702.8292304,571.6972086,524.0478451,757.2367817,737.5062807,741.8560369,
6121,150928,20062014264,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2006,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,1254455,87,IDS LEGACY FEATURES,CONUS,314.5875145,7852.466291,0.000479072,0.300665096,627.5990601,627.5990601,627.5990601,437.2480164,482.1330261,390.5340271,507.9560242,473.0050354,529.0760498,345.7019043,683.5060425,514.1740112,721.5130615,547.8200073,341.4620056,564.6950073,395.9160156,569.223999,335.1568909,506.4845886,504.7721863,564.2750244,384.5932007,646.7720337,430.6250305,417.882019,361.0250244,495.2190247,632.4780273,440.7380066,
6122,150949,20062013334,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2006,-1,No Data,-1,No data,1,5,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1253522,87,IDS LEGACY FEATURES,CONUS,502.8319837,20089.34489,0.000212943,0.131109004,615.7010498,615.7010498,615.7010498,495.5140381,533.2880249,525.6960449,629.0460205,662.1680298,700.1740112,446.5991821,735.2920532,778.5890503,703.592041,541.1640015,587.5460205,691.8180542,524.3740234,621.7210083,526.0379639,546.3845825,519.5010986,640.4299927,465.3755798,545.0740356,508.6000366,457.9840088,409.0840149,615.1660156,608.6410522,543.9330444,
6123,150956,20102005176,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,432.9,1,2010,-1,No Data,-1,No data,1,433,9000,MIXED CONIFERS,2,1959586,87,IDS LEGACY FEATURES,CONUS,6104.389978,1753260.423,0.106476838,71.77853661,674.123478,655.4980469,707.0200195,500.3068455,511.9158092,455.7847663,559.056865,535.3719989,582.5241211,422.3467995,831.9017285,568.9136528,734.7683682,581.6607172,489.3133344,608.690148,427.3272736,580.7633707,422.0893984,535.4417099,551.0158283,618.6005266,522.6700259,670.1419278,458.0045563,507.0388824,357.7933652,585.8537346,719.1209037,514.2769967,
6124,150963,20032000554,,,,,2,,122,ponderosa pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,155.1,1,2003,-1,No Data,-1,No data,0.65,101,9000,MIXED CONIFERS,1,745868,87,IDS LEGACY FEATURES,CONUS,3645.569375,627525.7159,0.038116245,26.38573256,692.2437513,684.8110352,708.9850464,482.2189354,487.1838174,433.4365692,549.5804535,528.3443582,557.2723653,384.409825,814.6789619,579.9819402,726.2287418,557.6340874,483.9269846,587.1698832,468.2714295,577.0317754,419.3233884,537.5039719,522.2841284,597.9793383,508.0890431,662.9078593,451.6778961,485.375763,358.3776258,577.2287075,699.8442504,496.5611869,
6125,150966,20002007284,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2000,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,258935,87,IDS LEGACY FEATURES,CONUS,502.9724343,20107.11144,0.001223609,0.814703125,665.8200073,665.8200073,665.8200073,501.8270264,492.4530334,444.8850098,550.2890015,548.8730469,560.4110107,393.8045044,820.401062,554.9550171,725.4060059,580.9220581,448.6610107,581.4900513,459.8430176,562.8560181,392.5598755,515.6329956,535.076416,552.1790161,471.0785828,668.1130371,438.4020081,472.48703,369.7350159,558.7080078,677.2810059,478.2700195,
6126,150994,20102005290,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,185.8,1,2010,-1,No Data,-1,No data,0.02,6,9000,MIXED CONIFERS,1,1959730,87,IDS LEGACY FEATURES,CONUS,4320.832786,752325.7798,0.045852657,29.23159686,637.5115227,637.3830566,637.5450439,486.9396323,510.8327769,429.2509403,532.4162682,530.9257252,571.1160304,405.7696061,780.9860549,537.8382281,669.7112115,582.2257035,415.7138966,636.161109,405.2285532,522.6556848,372.5263916,555.9331193,533.2460884,556.5929843,457.87788,671.8446129,468.6277174,449.851023,385.0743761,566.2616967,657.3560338,460.5324971,
6127,151003,19992007132,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,18384,SINGLE,,,,POLYGON,184.8,1,1999,-1,No Data,-1,No data,0.27,50,9000,MIXED CONIFERS,1,173637,87,IDS LEGACY FEATURES,CONUS,3689.83519,747973.5898,0.045588925,27.91137638,612.2402818,611.052002,614.4920044,460.4970863,481.8141294,411.3906262,512.0711112,511.1999532,535.04695,369.6968449,721.8750721,510.3512857,677.5511411,554.9572288,390.297153,583.1453267,399.0347882,514.1571301,349.3681192,518.6704234,511.1604527,541.1559703,413.9672572,644.4898366,426.9222526,427.4251216,358.1492174,515.2115798,635.3547768,441.6281395,
6128,151009,20052019226,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2005,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,1107673,87,IDS LEGACY FEATURES,CONUS,314.7308516,7870.141429,0.000480942,0.290483217,603.9880371,603.9880371,603.9880371,385.565033,471.5120239,385.0370178,517.5240479,449.4690247,489.8660278,326.1438904,659.0760498,507.0460205,631.0770264,505.6870117,340.2260132,524.5079956,369.9730225,484.6710205,337.4790039,471.3866882,451.3195801,578.3839722,381.4483948,616.2290039,387.1350098,399.3440247,333.9460144,483.1760254,602.1020508,440.3230286,
6129,151047,19982005035,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46143,SINGLE,,,,POLYGON,8.8,1,1998,-1,No Data,-1,No data,0.11,1,9000,MIXED CONIFERS,1,81877,87,IDS LEGACY FEATURES,CONUS,748.8094691,35572.48873,0.002174634,1.333753376,613.3230591,613.3230591,613.3230591,341.6940308,450.4860229,377.5660095,525.6490479,493.7390137,464.0810242,300.5500793,583.1750488,490.855011,575.06604,485.1360168,327.9840088,461.335022,380.2770081,426.6510315,316.6159973,422.4709778,366.8883972,580.2600098,384.8296814,599.8800049,348.1260071,386.6790161,315.4710083,465.3390198,580.03302,425.2160339,
6130,151061,20092009750,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,14.7,1,2009,-1,No Data,-1,No data,5,74,9000,MIXED CONIFERS,1,1746203,87,IDS LEGACY FEATURES,CONUS,912.3301585,59420.14208,0.003659324,2.021966665,552.552002,552.552002,552.552002,372.7650146,422.9230347,415.9840088,520.848999,491.8060303,492.1490173,303.6170959,609.5620117,533.8710327,586.4360352,447.9050293,429.6980286,540.335022,414.6370239,500.5960388,379.0348816,425.0359802,391.5882874,536.7579956,368.5458984,481.4380188,381.4890137,367.4990234,329.4520264,493.3380127,567.1240234,414.6210327,
6131,151130,20092006604,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,7.1,1,2009,-1,No Data,-1,No data,1.41,10,9000,MIXED CONIFERS,1,1742936,87,IDS LEGACY FEATURES,CONUS,640.0741992,28888.27011,0.001758314,1.255584232,714.0840454,714.0840454,714.0840454,595.0560303,560.3099976,520.3320313,621.6890259,620.8730469,656.7440186,499.1468811,920.7580566,637.8130493,774.8850098,639.6930542,546.3910522,709.8900146,479.6980286,643.9910278,455.7098999,620.3604126,603.9054565,608.8619995,546.2368774,719.894043,527.8000488,528.677002,422.4210205,634.0460205,728.2720337,567.3980103,
6132,151300,20072049250,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2007,-1,No Data,-1,No data,1.11,1,9000,MIXED CONIFERS,1,1425047,87,IDS LEGACY FEATURES,CONUS,219.7283014,3831.832698,0.000233756,0.187651388,802.7650146,802.7650146,802.7650146,660.1720581,634.5550537,578.5130005,702.2520142,725.7940063,763.1160278,535.6884155,886.1930542,801.6960449,805.6600342,712.5840454,646.5980225,861.8800659,550.1310425,708.4890137,531.5119019,702.8273926,668.4879761,683.9219971,585.1264038,803.3650513,685.8170166,576.592041,487.506012,718.8400269,799.1740112,652.9790039,
6133,151322,20072039230,,,,,2,,2,,,,11000,bark beetles,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.2,1,2007,-1,No Data,-1,No data,0.83,1,9000,MIXED CONIFERS,1,1414627,87,IDS LEGACY FEATURES,CONUS,302.6635812,5039.73689,0.000306547,0.216402297,705.934021,705.934021,705.934021,585.493042,554.3830566,522.9900513,619.0740356,608.0800171,650.1140137,501.4603882,915.4870605,633.4040527,774.5350342,638.6790161,547.1040039,698.0160522,492.98703,641.4660034,460.7219849,582.3465576,584.7615967,596.0880127,528.3734741,725.1550293,526.5740356,535.4820557,413.4320068,632.8980103,733.3370361,565.9620361,
6134,151354,19972002542,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46144,SINGLE,,,,POLYGON,7.7,1,1997,-1,No Data,-1,No data,0.26,2,9000,MIXED CONIFERS,1,21911,87,IDS LEGACY FEATURES,CONUS,672.1394315,31278.21375,0.001922353,0.978889181,509.2140198,509.2140198,509.2140198,374.3760071,396.7480164,370.3660278,518.5100098,475.9250183,499.6390381,314.8754883,610.6070557,522.3910522,554.0180054,439.8910217,422.32901,518.644043,390.3710327,469.2610168,375.4058838,396.6436768,358.8270874,496.4620056,361.1094055,458.928009,369.8630066,370.2750244,338.7070313,457.2840271,551.8730469,400.2140198,
6135,151364,20082027882,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,1.11,1,9000,MIXED CONIFERS,1,1581936,87,IDS LEGACY FEATURES,CONUS,219.726906,3831.806642,0.000234741,0.126432229,538.6040039,538.6040039,538.6040039,464.0830078,478.7080078,445.1480103,577.3340454,558.809021,579.1670532,349.783905,683.7810059,612.3460083,634.4580078,464.8360291,488.3000183,639.2200317,440.7880249,555.5970459,411.0818787,507.9297791,464.2538757,547.7089844,441.7511902,508.4900208,448.0770264,398.9150085,356.5040283,491.5540161,626.1280518,446.8920288,
6136,151372,20082027761,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,2.22,2,9000,MIXED CONIFERS,1,1581811,87,IDS LEGACY FEATURES,CONUS,219.7291045,3831.889461,0.000234996,0.138511715,589.4220581,589.4220581,589.4220581,393.8200073,396.7010193,401.6720276,541.9640503,462.9440308,506.1460266,301.7738953,608.8850098,515.0180054,582.0690308,460.6030273,403.507019,519.8340454,377.4360046,457.2200317,341.7728882,448.4819031,404.0830994,565.973999,380.2909851,549.5620117,363.1740112,385.48703,320.3950195,452.6540222,579.4690552,421.5220337,
6137,151379,20002005793,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,257420,87,IDS LEGACY FEATURES,CONUS,313.0051863,7702.985348,0.000471476,0.314553402,667.1680298,667.1680298,667.1680298,518.4750366,534.4920044,525.1390381,696.7370605,621.1850586,678.3570557,398.639679,783.3240356,733.5020142,695.1640625,571.5030518,514.3010254,681.8500366,490.8180237,636.5460205,444.0379944,625.7647095,564.2356567,689.7180176,485.5614929,650.3500366,563.2410278,455.3320313,399.605011,538.5200195,694.3770142,532.4370117,
6138,151419,20072049040,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,20,1,2007,-1,No Data,-1,No data,0.5,10,9000,MIXED CONIFERS,2,1424818,87,IDS LEGACY FEATURES,CONUS,1010.748639,81080.82867,0.004923291,3.452113607,701.1800537,701.1800537,701.1800537,583.2840576,590.4230347,560.0270386,590.6410522,576.0630493,624.2860107,481.9411011,808.7650146,662.151001,745.5050659,650.3500366,566.427002,695.6390381,451.6000366,626.0170288,462.6408997,565.411377,620.2868042,616.8200073,541.7474976,750.6560059,546.1540527,563.7280273,416.565033,649.9560547,734.5790405,588.684021,
6139,151430,19982004376,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46167,SINGLE,,,,POLYGON,24.8,1,1998,-1,No Data,-1,No data,1.01,25,9000,MIXED CONIFERS,1,81217,87,IDS LEGACY FEATURES,CONUS,1124.685943,100605.4386,0.006174262,2.791481524,452.115799,451.1150208,455.6720276,370.3044059,385.1510991,338.1952262,485.698461,467.9288212,499.6659599,310.6385122,573.8144798,534.7000064,560.7490925,407.0765599,404.1057923,540.5129902,388.1034544,452.5067735,355.7265939,410.6737932,349.5966462,430.9064751,346.0786459,413.7901862,361.663239,334.0413133,325.5823995,435.6681841,494.6082744,377.4210403,
6140,151431,20042016105,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,78.7,1,2004,-1,No Data,-1,No data,1.27,100,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,939847,87,IDS LEGACY FEATURES,CONUS,2458.21701,318765.7818,0.019405861,23.48754521,1210.332546,1194.123047,1251.116089,1031.616845,880.6348506,963.3912587,1066.537511,1088.174396,1195.197609,902.1659325,1203.848814,1315.293621,1154.32833,1055.965833,1123.466814,1303.079703,1002.1492,1163.914818,918.1502681,1335.730039,1177.506345,1185.851854,1147.789821,1255.317612,1050.106145,918.2059112,766.1903689,1104.816424,1141.453824,1147.883472,
6141,151456,20072040908,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,13.5,1,2007,-1,No Data,-1,No data,0.37,5,9000,MIXED CONIFERS,1,1416360,87,IDS LEGACY FEATURES,CONUS,969.3722946,54763.83061,0.003373017,1.916045678,568.0510254,568.0510254,568.0510254,376.3920288,444.888031,440.8720093,518.6680298,498.263031,509.8700256,312.7326965,626.2369995,551.6060181,588.9780273,456.9810181,432.0410156,541.4420166,420.7650146,502.2260132,367.230896,444.4154968,397.4188843,550.8640137,366.6103821,510.5920105,387.0920105,373.6940308,335.1200256,501.1480103,567.6090088,425.1960144,
6142,151480,20012011395,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2001,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,407335,87,IDS LEGACY FEATURES,CONUS,710.5743972,40139.72467,0.002439011,1.529072104,626.9230347,626.9230347,626.9230347,526.2839966,510.2060242,480.7400208,563.5170288,511.78302,562.5200195,474.8099976,794.1830444,574.3960571,707.4950562,606.7580566,502.4260254,616.4460449,391.3740234,565.0430298,397.5559998,499.4076843,555.2937012,568.3480225,473.9351807,676.8870239,485.0670166,503.7310181,376.0950317,566.3380127,685.2580566,483.7510376,
6143,151556,20022009160,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2002,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,568942,87,IDS LEGACY FEATURES,CONUS,502.9149088,20103.83916,0.001225519,0.781125074,637.3830566,637.3830566,637.3830566,489.8430176,514.5530396,436.1910095,529.3780518,535.4390259,573.5150146,404.1308899,770.7000122,545.9980469,663.0320435,579.059021,418.6720276,642.7530518,407.0050049,534.8720093,378.2649841,560.5758057,536.1018677,560.7739868,444.521698,655.3100586,479.1080322,444.7310181,386.8080139,556.9630127,662.15802,468.1530151,
6144,151582,20002005572,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20,1,2000,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,257195,87,IDS LEGACY FEATURES,CONUS,1011.088505,81087.8256,0.004970541,3.265747462,657.0204673,653.3030396,681.8320313,431.2452262,454.5094318,455.206901,620.6452453,508.3839258,565.4998849,331.332188,720.1949572,596.116786,644.3823725,511.7071656,478.689225,541.3451025,420.2277097,527.7897576,372.7288527,496.3052397,428.3710369,638.6992139,437.177002,606.2151582,427.3588715,417.6572121,348.416329,522.9564194,644.8889408,469.8437289,
6145,151587,19982006894,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,46152,SINGLE,,,,POLYGON,9.9,1,1998,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,83757,87,IDS LEGACY FEATURES,CONUS,709.8290255,40054.66445,0.002431937,1.643257167,675.6990356,675.6990356,675.6990356,512.0620117,523.9550171,468.8220215,566.8210449,541.7140503,596.7330322,434.3747864,834.1670532,566.5890503,741.8540649,592.4800415,491.6160278,619.0790405,412.6130066,587.0540161,425.1349792,538.3972168,574.0014038,628.1090088,529.7619629,674.9720459,460.6990356,514.125,361.8210144,591.7860107,736.1110229,528.1470337,
6146,151688,20002007806,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,259473,87,IDS LEGACY FEATURES,CONUS,314.3395276,7847.275169,0.000476557,0.301253845,632.1460571,632.1460571,632.1460571,536.3790283,520.1370239,485.881012,550.5150146,506.3930359,552.0599976,459.9953003,774.6240234,564.9050293,701.6020508,590.0550537,481.5120239,618.434021,387.2600098,552.6890259,402.8168945,509.1880798,583.2994995,585.9219971,472.9010925,668.184021,460.8520203,494.4780273,357.1070251,562.7440186,703.4520264,494.57901,
6147,151693,20012008868,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.2,1,2001,-1,No Data,-1,No data,10,2,9000,MIXED CONIFERS,1,404787,87,IDS LEGACY FEATURES,CONUS,112.6701197,1002.155617,6.15116E-05,0.034551007,561.6990356,561.6990356,561.6990356,368.1270142,341.0760193,365.2770081,499.2260132,394.0170288,456.3790283,287.3306885,567.644043,450.2440186,538.7230225,433.4430237,350.5200195,476.2450256,351.6720276,407.6710205,310.1818848,403.0491943,375.978302,521.2810059,337.53479,528.5610352,307.5880127,351.6710205,292.0120239,398.9670105,529.7210083,384.5400085,
6148,151747,20082016260,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.8,1,2008,-1,No Data,-1,No data,3.75,3,9000,MIXED CONIFERS,1,1570076,87,IDS LEGACY FEATURES,CONUS,222.4849369,3402.307602,0.000208448,0.133708422,641.4470215,641.4470215,641.4470215,402.3190308,443.3440247,428.9850159,595.447998,498.678009,565.9260254,313.0198059,663.0110474,577.1970215,621.6920166,501.6300354,405.1150208,533.9620361,414.6090088,489.0700378,361.3559875,467.0275879,407.8711853,631.5889893,420.5943909,618.7520142,410.835022,400.7910156,337.7550049,506.1980286,591.3760376,427.7710266,
6149,151872,20012009010,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.2,1,2001,-1,No Data,-1,No data,25,5,9000,MIXED CONIFERS,1,404931,87,IDS LEGACY FEATURES,CONUS,112.7392883,1003.382424,6.15171E-05,0.030830566,501.1710205,501.1710205,501.1710205,432.3450317,439.388031,408.131012,547.7000122,522.2750244,544.1540527,315.9978027,646.2910156,573.0810547,600.7070313,432.9820251,456.7060242,586.0470581,409.8210144,514.6150513,391.7688904,452.6481018,412.0632019,517.6489868,391.7688904,470.3450317,414.5000305,383.6480103,341.4780273,471.0490112,590.2040405,427.3780212,
